P_YYYYMMDD,BASE_WEEKDAY,BASE_TM,ENTR_NO,MDL_NM,CHNL_PNTN_ESPE_BRD_CHNL_NO,CHNL_ESPE_POT_CHNL_STAY_TM,WTCH_REGN_NM
2023-10-09,2,22,D09990A90A6CAA43BB8650E8EE28FB0A27CCDF75,UTE7057LGU,49,1005,진주
2023-08-11,6,21,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,49,825,경기/인천
2023-10-10,3,20,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,49,1753,경기/인천
2023-10-28,7,13,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,632,서울
2023-09-15,6,1,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,49,650,경기/인천
2023-09-27,4,13,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,1263,대전
2023-10-22,1,21,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,932,서울
2023-10-13,6,20,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,674,서울
2023-10-24,3,21,D09990A90A6CAA43BB8650E8EE28FB0A27CCDF75,UTE7057LGU,49,2620,진주
2023-10-08,1,1,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,49,2525,춘천
2023-09-13,4,16,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,935,대전
2023-10-29,1,8,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,601,서울
2023-10-08,1,2,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,49,3465,춘천
2023-09-30,7,14,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,612,서울
2023-10-07,7,6,849D4BFD212A4311441A510407346BF3E8891A76,UTE7057LGU,49,2378,대전
2023-10-30,2,20,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,661,서울
2023-10-08,1,5,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,49,2094,춘천
2023-09-13,4,21,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,667,서울
2023-08-31,5,19,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,636,서울
2023-10-01,1,5,4D25D5A26F18DA0BB02B5EB3D35F3FFEE3B819FA,UTE7057LGU,49,1013,서울
2023-10-10,3,19,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,49,4677,경기/인천
2023-10-27,6,22,451A7C86F8CA773AF83330EAD87ECBBD53B6799D,UTE7057LGU,49,1334,부산
2023-09-03,1,11,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,689,서울
2023-09-29,6,11,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,730,서울
2023-10-31,3,21,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,49,689,경기/인천
2023-08-27,1,19,54BF30DBAE83E26F7873B53659E8A0CD03585E34,UTE7057LGU,49,2040,경기/인천
2023-09-03,1,13,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,845,서울
2023-09-18,2,23,A63ABB0096425B8986B0977CD8244C0536AE89E2,UHD4K,49,2019,경기/인천
2023-09-05,3,21,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,49,762,서울
2023-10-07,7,21,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,728,서울
2023-08-11,6,20,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,49,1110,경기/인천
2023-08-11,6,21,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,49,1562,경기/인천
2023-10-14,7,22,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,766,서울
2023-09-11,2,7,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,860,대전
2023-09-24,1,17,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,1456,대전
2023-10-01,1,2,451A7C86F8CA773AF83330EAD87ECBBD53B6799D,UTE7057LGU,49,720,부산
2023-09-24,1,18,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,3138,대전
2023-10-01,1,19,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,1231,서울
2023-10-26,5,19,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,743,서울
2023-09-12,3,8,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,914,대전
2023-10-11,4,13,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,49,773,경기/인천
2023-09-30,7,17,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,2890,대전
2023-10-26,5,0,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,49,2320,경기/인천
2023-10-22,1,12,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,626,서울
2023-09-12,3,11,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,766,대전
2023-09-15,6,12,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,49,1051,서울
2023-10-15,1,5,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,1460,대전
2023-10-05,5,17,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,631,서울
2023-10-10,3,19,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,49,953,경기/인천
2023-09-25,2,18,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,623,서울
2023-09-04,2,22,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,600,서울
2023-09-30,7,18,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,3402,대전
2023-10-28,7,20,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,642,서울
2023-09-20,4,15,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,49,1487,경기/인천
2023-09-08,6,7,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,49,626,경기/인천
2023-10-29,1,12,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,609,서울
2023-09-26,3,19,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,629,서울
2023-09-30,7,13,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,642,대전
2023-09-16,7,22,D09990A90A6CAA43BB8650E8EE28FB0A27CCDF75,UTE7057LGU,49,867,진주
2023-09-06,4,8,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,2405,대전
2023-08-06,1,15,849D4BFD212A4311441A510407346BF3E8891A76,UTE7057LGU,49,604,대전
2023-08-22,3,18,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,814,대전
2023-09-29,6,14,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,1845,대전
2023-10-10,3,14,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,2446,대전
2023-10-28,7,10,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,658,서울
2023-10-04,4,21,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,645,서울
2023-09-12,3,12,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,1928,대전
2023-10-03,3,18,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,628,서울
2023-08-20,1,0,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,49,832,서울
2023-10-24,3,18,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,617,서울
2023-09-07,5,19,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,604,서울
2023-09-10,1,20,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,49,7832,경기/인천
2023-09-16,7,23,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,49,712,경기/인천
2023-09-05,3,13,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,5381,대전
2023-09-24,1,17,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,49,828,경기/인천
2023-08-02,4,19,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,49,7592,경기/인천
2023-09-17,1,18,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,603,서울
2023-09-20,4,18,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,608,서울
2023-08-11,6,22,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,49,1421,경기/인천
2023-09-24,1,20,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,615,서울
2023-10-12,5,18,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,688,서울
2023-08-12,7,0,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,49,734,서울
2023-10-08,1,9,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,49,1309,경기/인천
2023-10-01,1,17,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,634,대전
2023-09-30,7,15,451A7C86F8CA773AF83330EAD87ECBBD53B6799D,UTE7057LGU,49,1321,부산
2023-08-29,3,6,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,49,3290,춘천
2023-08-20,1,8,4D25D5A26F18DA0BB02B5EB3D35F3FFEE3B819FA,UTE7057LGU,49,6207,서울
2023-08-23,4,4,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,759,대전
2023-10-18,4,22,451A7C86F8CA773AF83330EAD87ECBBD53B6799D,UTE7057LGU,49,740,부산
2023-09-16,7,16,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,626,서울
2023-09-04,2,17,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,3439,대전
2023-09-14,5,19,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,619,서울
2023-09-30,7,20,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,7227,대전
2023-09-25,2,2,4874FA028D45086A8E4D6C1B9DE56AEBE159E262,UTE7057LGU,49,2326,경기/인천
2023-09-14,5,19,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,49,744,경기/인천
2023-10-03,3,21,451A7C86F8CA773AF83330EAD87ECBBD53B6799D,UTE7057LGU,49,1343,부산
2023-09-20,4,19,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,655,서울
2023-09-02,7,19,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,847,서울
2023-08-22,3,18,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,682,대전
2023-08-20,1,0,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,49,1023,서울
2023-09-18,2,13,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,2038,대전
2023-10-11,4,20,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,667,서울
2023-09-13,4,19,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,638,서울
2023-08-19,7,23,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,49,1447,서울
2023-10-08,1,3,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,49,1926,춘천
2023-09-07,5,17,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,49,746,경기/인천
2023-10-09,2,19,54BF30DBAE83E26F7873B53659E8A0CD03585E34,UTE7057LGU,49,639,경기/인천
2023-09-23,7,9,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,49,1618,경기/인천
2023-10-07,7,18,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,630,서울
2023-09-14,5,6,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,877,대전
2023-09-02,7,21,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,639,서울
2023-09-04,2,18,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,605,서울
2023-10-22,1,18,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,660,서울
2023-09-12,3,21,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,610,서울
2023-10-21,7,16,849D4BFD212A4311441A510407346BF3E8891A76,UTE7057LGU,49,3248,대전
2023-10-20,6,0,D09990A90A6CAA43BB8650E8EE28FB0A27CCDF75,UTE7057LGU,49,1705,진주
2023-08-30,4,0,451A7C86F8CA773AF83330EAD87ECBBD53B6799D,UTE7057LGU,49,2195,부산
2023-10-18,4,22,451A7C86F8CA773AF83330EAD87ECBBD53B6799D,UTE7057LGU,49,909,부산
2023-08-19,7,19,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,3446,대전
2023-09-29,6,3,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,49,1218,춘천
2023-09-12,3,18,54BF30DBAE83E26F7873B53659E8A0CD03585E34,UTE7057LGU,49,905,경기/인천
2023-08-10,5,19,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,49,2198,대전
2023-09-05,3,23,D09990A90A6CAA43BB8650E8EE28FB0A27CCDF75,UTE7057LGU,49,830,진주
2023-10-20,6,2,D09990A90A6CAA43BB8650E8EE28FB0A27CCDF75,UTE7057LGU,49,6414,진주
2023-09-05,3,18,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,625,서울
2023-08-18,6,18,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,49,636,서울
2023-10-01,1,14,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,638,서울
2023-10-01,1,12,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,49,609,경기/인천
2023-09-26,3,20,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,622,서울
2023-10-07,7,11,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,603,서울
2023-10-03,3,14,451A7C86F8CA773AF83330EAD87ECBBD53B6799D,UTE7057LGU,49,4568,부산
2023-08-31,5,19,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,651,서울
2023-09-18,2,18,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,49,643,서울
2023-09-29,6,2,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,51,1105,대전
2023-08-01,3,23,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,1209,서울
2023-10-20,6,11,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,2631,서울
2023-09-15,6,12,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,51,771,경기/인천
2023-09-10,1,8,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,51,3582,춘천
2023-08-30,4,4,9E400EC60D34AEF923C48F1C25379A9BDD489FA5,UIE4057LGU,51,1292,부산
2023-10-05,5,19,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,814,서울
2023-08-02,4,18,47A0AF41A6178D0D8461E2BB5AD623529452C1BB,UTE7057LGU,51,716,경기/인천
2023-08-02,4,17,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,11275,서울
2023-09-24,1,20,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,1093,서울
2023-10-14,7,7,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,3992,서울
2023-10-07,7,18,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,671,서울
2023-10-08,1,22,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,51,917,춘천
2023-08-29,3,17,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,2005,서울
2023-08-23,4,20,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,51,2024,춘천
2023-08-29,3,21,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,51,1241,대전
2023-10-02,2,0,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,51,633,경기/인천
2023-08-27,1,5,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,51,1156,대전
2023-10-27,6,11,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,882,서울
2023-09-30,7,1,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,51,646,춘천
2023-08-30,4,5,9E400EC60D34AEF923C48F1C25379A9BDD489FA5,UIE4057LGU,51,2468,부산
2023-10-02,2,2,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,51,854,경기/인천
2023-09-20,4,6,849D4BFD212A4311441A510407346BF3E8891A76,UTE7057LGU,51,758,대전
2023-10-24,3,23,D09990A90A6CAA43BB8650E8EE28FB0A27CCDF75,UTE7057LGU,51,1134,진주
2023-10-20,6,23,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,868,서울
2023-08-22,3,11,54BF30DBAE83E26F7873B53659E8A0CD03585E34,UTE7057LGU,51,748,경기/인천
2023-09-28,5,20,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,51,3408,춘천
2023-08-18,6,21,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,3265,서울
2023-10-20,6,0,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,51,1353,대전
2023-09-10,1,6,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,51,608,춘천
2023-10-04,4,18,69D5B7DC2FC5A458B13DD6C513D8A67728AF6E72,UIE4057LGU,51,1846,경기/인천
2023-09-02,7,23,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,1296,서울
2023-10-09,2,18,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,755,서울
2023-08-05,7,18,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,780,서울
2023-08-29,3,18,54BF30DBAE83E26F7873B53659E8A0CD03585E34,UTE7057LGU,51,853,경기/인천
2023-09-11,2,17,4D25D5A26F18DA0BB02B5EB3D35F3FFEE3B819FA,UTE7057LGU,51,716,서울
2023-08-17,5,14,54BF30DBAE83E26F7873B53659E8A0CD03585E34,UTE7057LGU,51,622,경기/인천
2023-10-27,6,1,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,51,13450,대전
2023-10-07,7,15,A7295254E60A7B69AFF18D5D510D2249FBCD1DF5,UHD4K,51,796,대전
2023-10-21,7,12,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,1793,서울
2023-09-29,6,2,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,51,1420,대전
2023-09-01,6,18,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,2488,서울
2023-10-20,6,23,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,1408,서울
2023-09-29,6,19,69D5B7DC2FC5A458B13DD6C513D8A67728AF6E72,UIE4057LGU,51,1499,경기/인천
2023-08-14,2,18,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,940,서울
2023-09-19,3,21,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,617,서울
2023-09-25,2,19,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,4631,서울
2023-09-19,3,10,69D5B7DC2FC5A458B13DD6C513D8A67728AF6E72,UIE4057LGU,51,2101,경기/인천
2023-09-24,1,20,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,731,서울
2023-08-12,7,22,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,51,7110,대전
2023-10-25,4,5,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,51,2951,대전
2023-09-04,2,18,54BF30DBAE83E26F7873B53659E8A0CD03585E34,UTE7057LGU,51,1567,경기/인천
2023-08-04,6,17,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,51,2763,경기/인천
2023-09-10,1,7,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,51,1491,춘천
2023-09-26,3,19,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,1920,서울
2023-09-05,3,16,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,51,1200,춘천
2023-08-21,2,23,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,1747,서울
2023-10-16,2,4,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,51,7240,경기/인천
2023-10-08,1,21,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,51,705,춘천
2023-10-02,2,17,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,717,서울
2023-10-15,1,19,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,811,서울
2023-09-15,6,23,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,1079,서울
2023-09-28,5,17,4D25D5A26F18DA0BB02B5EB3D35F3FFEE3B819FA,UTE7057LGU,51,10774,서울
2023-09-06,4,5,849D4BFD212A4311441A510407346BF3E8891A76,UTE7057LGU,51,2686,대전
2023-10-04,4,23,A7295254E60A7B69AFF18D5D510D2249FBCD1DF5,UHD4K,51,729,대전
2023-10-29,1,18,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,1077,서울
2023-08-23,4,10,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,5159,서울
2023-10-24,3,16,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,51,1148,대전
2023-09-21,5,0,D09990A90A6CAA43BB8650E8EE28FB0A27CCDF75,UTE7057LGU,51,798,진주
2023-09-16,7,9,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,1113,서울
2023-09-30,7,17,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,820,서울
2023-10-04,4,19,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,869,서울
2023-08-14,2,4,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,51,1382,대전
2023-09-06,4,22,849D4BFD212A4311441A510407346BF3E8891A76,UTE7057LGU,51,1058,대전
2023-10-01,1,18,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,51,665,경기/인천
2023-10-28,7,22,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,51,2723,경기/인천
2023-08-03,5,18,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,51,792,경기/인천
2023-10-13,6,13,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,51,1142,서울
2023-10-28,7,21,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,51,635,경기/인천
2023-10-03,3,13,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,51,600,경기/인천
2023-09-28,5,13,441F58BC529644CC95F29947DBDFEC422BF6F4A4,UHD4K,51,710,서울
2023-10-24,3,18,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,51,3076,경기/인천
2023-09-28,5,19,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,1955,서울
2023-08-26,7,8,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,51,681,경기/인천
2023-08-03,5,0,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,2243,서울
2023-08-17,5,19,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,4325,서울
2023-09-03,1,7,4D25D5A26F18DA0BB02B5EB3D35F3FFEE3B819FA,UTE7057LGU,51,1465,서울
2023-09-12,3,6,849D4BFD212A4311441A510407346BF3E8891A76,UTE7057LGU,51,801,대전
2023-10-24,3,17,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,51,2637,경기/인천
2023-09-21,5,0,D09990A90A6CAA43BB8650E8EE28FB0A27CCDF75,UTE7057LGU,51,904,진주
2023-09-05,3,18,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,51,1709,경기/인천
2023-08-29,3,6,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,51,1889,경기/인천
2023-09-26,3,22,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,51,41549,춘천
2023-08-11,6,13,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,1165,서울
2023-10-02,2,21,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,51,4417,춘천
2023-09-28,5,7,69D5B7DC2FC5A458B13DD6C513D8A67728AF6E72,UIE4057LGU,51,682,경기/인천
2023-09-27,4,13,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,1228,서울
2023-10-24,3,17,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,51,752,경기/인천
2023-09-18,2,20,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,649,서울
2023-10-22,1,8,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,51,1081,경기/인천
2023-08-23,4,17,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,1040,서울
2023-10-04,4,19,69D5B7DC2FC5A458B13DD6C513D8A67728AF6E72,UIE4057LGU,51,1246,경기/인천
2023-09-28,5,12,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,51,3390,대전
2023-10-15,1,20,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,1778,서울
2023-09-29,6,22,54BF30DBAE83E26F7873B53659E8A0CD03585E34,UTE7057LGU,51,1582,경기/인천
2023-10-27,6,4,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,51,1809,대전
2023-08-19,7,12,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,714,서울
2023-08-21,2,22,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,7416,서울
2023-08-31,5,0,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,775,서울
2023-09-15,6,11,54BF30DBAE83E26F7873B53659E8A0CD03585E34,UTE7057LGU,51,1434,경기/인천
2023-10-12,5,10,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,3830,서울
2023-09-27,4,10,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,51,1301,경기/인천
2023-10-02,2,0,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,51,819,경기/인천
2023-08-21,2,18,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,906,서울
2023-09-29,6,14,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,51,1262,대전
2023-09-07,5,17,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,51,1116,대전
2023-08-23,4,0,451A7C86F8CA773AF83330EAD87ECBBD53B6799D,UTE7057LGU,51,621,부산
2023-08-22,3,13,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,51,1391,대전
2023-10-27,6,19,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,51,2356,서울
2023-09-13,4,10,A7295254E60A7B69AFF18D5D510D2249FBCD1DF5,UHD4K,51,866,대전
